dealer_id,dealer_state,region,model,variant,sales_date,sales_unit,launch_date,discontinued_date,sale_price,msrp_inr,finance_flag,fuel_type,transmission,body_type,is_discontinued,sales_month,months_on_market,months_since_discontinued,year_month
682,Tamil Nadu,South,Zest,Gold,2021-12-02,10,2001-11-21,,1092013,1278500,1,Petrol,CVT,Sedan,0,2021-12,241,0,2021-12
710,Telangana,North,Punch,Smart,2021-12-03,2,1998-05-10,,642848,708163,0,Petrol,Automatic,Hatchback,0,2021-12,283,0,2021-12
100,Punjab,West,Hexa,XE,2021-12-04,1,2006-10-03,,1097959,1140024,1,Diesel,Manual,SUV,0,2021-12,182,0,2021-12
191,Odisha,West,Harrier,Gold,2021-12-04,1,2001-02-03,,1681320,1718050,1,Petrol,AMT,SUV,0,2021-12,250,0,2021-12
849,Andhra Pradesh,West,Tigor EV,Luxury,2021-12-05,1,2002-10-31,,1230504,1519838,1,Electric,Automatic,Hatchback,0,2021-12,230,0,2021-12
168,West Bengal,East,Punch,XT,2021-12-05,1,1998-07-31,,584771,680407,0,Hybrid,Automatic,Hatchback,0,2021-12,281,0,2021-12
945,Uttar Pradesh,North,Indigo,Signature,2021-12-05,1,2016-02-03,,1884040,2226375,0,Petrol,Automatic,Sedan,0,2021-12,70,0,2021-12
92,Karnataka,East,Bolt,XZ,2021-12-06,1,2000-11-12,,927161,988333,0,Electric,Automatic,Hatchback,0,2021-12,253,0,2021-12
7,Punjab,South,Punch,Pure,2021-12-06,1,2005-08-25,2007-01-31,765049,901031,1,CNG,CVT,Hatchback,1,2021-12,196,179,2021-12
98,Kerala,South,Tigor,Premium,2021-12-06,1,2002-09-12,,1612043,1978743,1,Hybrid,Manual,Sedan,0,2021-12,231,0,2021-12
406,Kerala,East,Harrier,Prime,2021-12-07,1,2000-05-27,,1648288,1884624,0,Electric,Manual,SUV,0,2021-12,259,0,2021-12
781,Uttar Pradesh,East,Tigor EV,Pure,2021-12-07,1,2003-10-31,,1527258,1641237,1,Electric,Manual,Hatchback,0,2021-12,218,0,2021-12
610,Karnataka,North,Nexon,Platinum,2021-12-07,1,2007-01-17,,1869585,1941713,1,Petrol,Manual,SUV,0,2021-12,179,0,2021-12
137,West Bengal,North,Harrier,Prime,2021-12-07,1,2009-01-13,,1715962,1969928,1,Diesel,Automatic,SUV,0,2021-12,155,0,2021-12
253,Delhi,North,Bolt,Gold,2021-12-07,1,2017-06-18,,809913,912138,1,Petrol,Manual,Hatchback,0,2021-12,54,0,2021-12
763,Telangana,East,Harrier,Adventure,2021-12-07,1,2001-02-23,,1918239,1980185,0,Electric,Manual,SUV,0,2021-12,250,0,2021-12
744,Uttar Pradesh,Central,Harrier,Platinum,2021-12-07,1,2010-07-04,,1481230,1707658,0,Diesel,Manual,SUV,0,2021-12,137,0,2021-12
42,Uttar Pradesh,Central,Nexon EV,Premium,2021-12-08,1,2009-08-20,,3195407,3211090,1,Electric,Manual,Hatchback,0,2021-12,148,0,2021-12
955,Odisha,South,Safari,Premium,2021-12-08,1,2001-01-25,,2223643,2420304,1,Diesel,Manual,SUV,0,2021-12,251,0,2021-12
327,Delhi,North,Curvv,XT,2021-12-09,1,1995-05-27,,2247247,2445901,1,Hybrid,AMT,SUV,0,2021-12,319,0,2021-12
53,Kerala,South,Curvv,Creative,2021-12-09,1,1997-05-10,,1917537,1981246,1,Electric,CVT,SUV,0,2021-12,295,0,2021-12
27,Odisha,East,Indigo,Creative,2021-12-10,3,1998-04-03,,1615888,1828620,1,Petrol+CNG,Manual,Sedan,0,2021-12,284,0,2021-12
466,Karnataka,East,Altroz,XE,2021-12-10,1,2000-01-28,,2039917,2261264,1,Petrol,Automatic,Hatchback,0,2021-12,263,0,2021-12
205,Delhi,Central,Zest,Platinum,2021-12-10,1,1995-11-08,,1631508,1613516,1,Electric,Manual,Sedan,0,2021-12,313,0,2021-12
14,Punjab,Central,Nexon EV,Smart,2021-12-11,1,1995-08-07,,2940324,2983171,1,Electric,Automatic,Hatchback,0,2021-12,316,0,2021-12
723,Maharashtra,North,Safari Storme,Platinum,2021-12-11,1,2007-01-15,,215327,262613,0,Hybrid,Automatic,SUV,0,2021-12,179,0,2021-12
938,Bihar,Central,Tigor EV,Premium,2021-12-11,20,2001-08-22,,1321161,1497254,1,Electric,AMT,Hatchback,0,2021-12,244,0,2021-12
572,Uttar Pradesh,Central,Punch,XZ(O),2021-12-11,1,1997-12-01,,747236,772635,0,Electric,Automatic,Hatchback,0,2021-12,288,0,2021-12
106,Delhi,West,Tigor EV,Gold,2021-12-12,1,2007-11-02,,1382657,1390020,1,Electric,Manual,Hatchback,0,2021-12,169,0,2021-12
534,Gujarat,West,Harrier,Luxury,2021-12-12,1,2006-12-11,,2092368,2060473,1,Petrol,CVT,SUV,0,2021-12,180,0,2021-12
683,Tamil Nadu,West,Safari Storme,Pure,2021-12-12,1,1995-05-19,,272378,290248,1,CNG,Automatic,SUV,0,2021-12,319,0,2021-12
192,Madhya Pradesh,South,Indigo,XZ(O),2021-12-12,1,1999-06-03,,2080577,2189200,0,Petrol,Automatic,Sedan,0,2021-12,270,0,2021-12
78,Tamil Nadu,North,Safari Storme,Sport,2021-12-12,1,2018-09-16,,249781,283755,0,Electric,Manual,SUV,0,2021-12,39,0,2021-12
503,Karnataka,West,Altroz,Platinum,2021-12-12,1,2011-04-13,,2057231,2402113,0,Diesel,Automatic,Hatchback,0,2021-12,128,0,2021-12
877,Tamil Nadu,South,Nexon EV,Pro,2021-12-13,1,2015-01-21,,2528057,3028768,1,Electric,AMT,Hatchback,0,2021-12,83,0,2021-12
853,Telangana,North,Indigo,Luxury,2021-12-13,2,1999-02-24,,2173104,2196721,1,Diesel,AMT,Sedan,0,2021-12,274,0,2021-12
745,Andhra Pradesh,West,Tigor EV,XE,2021-12-13,1,2001-03-14,,1238031,1517487,1,Electric,Manual,Hatchback,0,2021-12,249,0,2021-12
936,Uttar Pradesh,Central,Punch,Luxury,2021-12-14,1,2010-09-23,,619670,759159,0,Petrol,Manual,Hatchback,0,2021-12,135,0,2021-12
270,Gujarat,South,Indigo,XT,2021-12-14,1,2011-04-26,,1907079,1927201,0,Electric,Manual,Sedan,0,2021-12,128,0,2021-12
931,Tamil Nadu,South,Nano,Premium,2021-12-14,1,2012-05-25,,1071629,1230656,1,Petrol,CVT,Hatchback,0,2021-12,115,0,2021-12
58,Andhra Pradesh,West,Zest,XE,2021-12-14,1,1999-06-20,,1184907,1300600,1,Petrol,Automatic,Sedan,0,2021-12,270,0,2021-12
825,Rajasthan,South,Nexon EV,XM,2021-12-15,1,2003-01-05,2007-08-23,2634078,3057301,1,Electric,Automatic,Hatchback,1,2021-12,227,172,2021-12
451,Madhya Pradesh,North,Curvv,XM,2021-12-15,1,1995-08-08,,1625241,2012460,1,Petrol,Manual,SUV,0,2021-12,316,0,2021-12
786,Bihar,South,Curvv,XE,2021-12-16,1,2000-01-18,,1987113,2197605,1,Electric,Automatic,SUV,0,2021-12,263,0,2021-12
545,Andhra Pradesh,North,Tiago EV,XZ,2021-12-16,1,2016-09-14,,2010444,2504894,1,Electric,AMT,Hatchback,0,2021-12,63,0,2021-12
264,Bihar,West,Punch,Smart,2021-12-16,1,2009-03-21,,744125,744594,1,Diesel,Manual,Hatchback,0,2021-12,153,0,2021-12
758,Punjab,West,Safari Storme,Adventure,2021-12-16,1,2018-08-25,,240179,262199,1,Diesel,Manual,SUV,0,2021-12,40,0,2021-12
140,Odisha,South,Bolt,XE,2021-12-17,1,2000-11-22,,833473,824711,1,Petrol,Manual,Hatchback,0,2021-12,253,0,2021-12
543,Kerala,North,Hexa,Platinum,2021-12-17,5,2015-11-09,,1026733,1228096,1,Diesel,Automatic,SUV,0,2021-12,73,0,2021-12
222,Punjab,Central,Safari,XZ,2021-12-17,1,2011-06-03,,2206646,2455943,1,Petrol,AMT,SUV,0,2021-12,126,0,2021-12
520,Bihar,West,Nexon EV,Premium,2021-12-17,1,2013-06-06,,3018401,2984335,1,Electric,AMT,Hatchback,0,2021-12,102,0,2021-12
566,Kerala,South,Safari,XE,2021-12-17,1,2020-10-03,,1884809,2111462,1,Petrol,Manual,SUV,0,2021-12,14,0,2021-12
142,Rajasthan,South,Punch,Prime,2021-12-17,1,2003-03-14,,598038,668839,1,Petrol,Manual,Hatchback,0,2021-12,225,0,2021-12
589,Andhra Pradesh,South,Tiago EV,XZ(O),2021-12-17,3,2010-11-13,,2178001,2609708,1,Electric,Automatic,Hatchback,0,2021-12,133,0,2021-12
967,Rajasthan,West,Harrier,XM,2021-12-18,1,1999-10-29,,1560364,1836691,1,Petrol,Manual,SUV,0,2021-12,266,0,2021-12
623,Kerala,Central,Tigor EV,Platinum,2021-12-18,1,2011-11-22,,1380179,1552681,1,Electric,Manual,Hatchback,0,2021-12,121,0,2021-12
625,Uttar Pradesh,South,Indica,Platinum,2021-12-18,1,2013-11-02,,919779,1123879,1,CNG,Manual,Hatchback,0,2021-12,97,0,2021-12
26,Rajasthan,North,Altroz,Gold,2021-12-19,1,2005-06-02,,1978712,2200375,1,Petrol,Manual,Hatchback,0,2021-12,198,0,2021-12
665,Uttar Pradesh,South,Safari,Pure,2021-12-19,2,2006-05-17,,2492047,3014369,1,Petrol,Manual,SUV,0,2021-12,187,0,2021-12
779,Odisha,Central,Zest,Prime,2021-12-19,2,2008-02-24,,1448045,1566588,1,Diesel,Manual,Sedan,0,2021-12,166,0,2021-12
884,Uttar Pradesh,Central,Safari,Luxury,2021-12-20,3,1996-05-10,,2477552,2473758,1,Petrol,CVT,SUV,0,2021-12,307,0,2021-12
656,Delhi,South,Tigor,Creative,2021-12-20,1,1998-01-03,,1798999,1811603,0,Diesel,CVT,Sedan,0,2021-12,287,0,2021-12
214,Gujarat,South,Nano,XZ,2021-12-20,1,2019-01-09,,1268853,1370983,0,Diesel,Manual,Hatchback,0,2021-12,35,0,2021-12
431,Karnataka,South,Tiago EV,XM,2021-12-21,1,2021-03-10,,2060159,2091974,0,Electric,Manual,Hatchback,0,2021-12,9,0,2021-12
99,Tamil Nadu,Central,Harrier,XT,2021-12-21,1,2007-07-15,,1746954,1899696,0,Petrol,Manual,SUV,0,2021-12,173,0,2021-12
348,Uttar Pradesh,North,Curvv,Smart,2021-12-22,2,2002-11-24,,1867146,1996069,1,Petrol,Manual,SUV,0,2021-12,229,0,2021-12
253,Tamil Nadu,East,Tigor EV,Sport,2021-12-22,1,2003-10-01,,1740789,1757902,1,Electric,Manual,Hatchback,0,2021-12,218,0,2021-12
205,Gujarat,Central,Safari,XE,2021-12-23,1,2011-10-29,,2365997,2547259,1,Petrol,Automatic,SUV,0,2021-12,122,0,2021-12
938,Bihar,South,Zest,Pro,2021-12-24,1,1999-12-18,,1520694,1668092,1,Petrol,Manual,Sedan,0,2021-12,264,0,2021-12
404,Karnataka,West,Nexon,Pure,2021-12-24,1,2003-05-17,,2411078,2451981,1,Petrol,Manual,SUV,0,2021-12,223,0,2021-12
403,Odisha,West,Tigor EV,Pure,2021-12-24,1,2003-10-09,,1526794,1826526,0,Electric,CVT,Hatchback,0,2021-12,218,0,2021-12
180,Delhi,South,Tiago,XZ,2021-12-24,5,2003-01-30,,626292,697455,1,Petrol,Manual,Hatchback,0,2021-12,227,0,2021-12
830,Odisha,East,Tigor,XZ,2021-12-24,1,2003-04-14,,1974913,1943293,1,Hybrid,Automatic,Sedan,0,2021-12,224,0,2021-12
333,Rajasthan,Central,Hexa,Gold,2021-12-24,1,2000-04-12,,1004748,1038561,1,Diesel,Automatic,SUV,0,2021-12,260,0,2021-12
349,Punjab,West,Safari Storme,XT,2021-12-25,1,2016-03-17,,282432,300928,1,Diesel,Manual,SUV,0,2021-12,69,0,2021-12
251,Rajasthan,North,Indigo,Pure,2021-12-25,1,1997-03-02,,1833980,2149661,1,Electric,AMT,Sedan,0,2021-12,297,0,2021-12
899,Bihar,East,Safari,Adventure,2021-12-25,1,2011-03-01,,2138228,2350241,0,Petrol,AMT,SUV,0,2021-12,129,0,2021-12
790,Uttar Pradesh,Central,Hexa,XT,2021-12-25,20,1996-11-06,,1062512,1248262,0,Petrol,Manual,SUV,0,2021-12,301,0,2021-12
240,Punjab,West,Bolt,Premium,2021-12-25,1,2003-11-22,,857776,1034059,0,Diesel,Manual,Hatchback,0,2021-12,217,0,2021-12
774,Madhya Pradesh,East,Tigor EV,Creative,2021-12-25,1,2004-06-01,,1409246,1481060,1,Electric,Manual,Hatchback,0,2021-12,210,0,2021-12
692,Maharashtra,West,Safari Storme,Creative,2021-12-26,1,2005-04-13,,263949,260334,1,Diesel,AMT,SUV,0,2021-12,200,0,2021-12
672,West Bengal,East,Hexa,XZ,2021-12-26,1,1998-01-06,,1139218,1333197,0,Diesel,Automatic,SUV,0,2021-12,287,0,2021-12
269,Madhya Pradesh,Central,Tiago EV,Prime,2021-12-26,1,2011-04-07,,1865651,2185650,1,Electric,Automatic,Hatchback,0,2021-12,128,0,2021-12
141,Delhi,East,Indica,Adventure,2021-12-26,1,2003-07-09,,953311,1098680,1,Petrol,Manual,Hatchback,0,2021-12,221,0,2021-12
498,West Bengal,South,Punch,XZ,2021-12-27,2,2006-06-08,,780633,833144,0,Electric,Manual,Hatchback,0,2021-12,186,0,2021-12
385,Gujarat,North,Nano,Sport,2021-12-27,20,2011-02-25,,979193,1146065,0,Diesel,Manual,Hatchback,0,2021-12,130,0,2021-12
984,Telangana,West,Zest,XT,2021-12-27,3,1995-10-13,,1220958,1480629,1,CNG,Manual,Sedan,0,2021-12,314,0,2021-12
305,Gujarat,Central,Tigor,Gold,2021-12-28,1,2012-07-23,,1642506,1698776,1,Hybrid,Manual,Sedan,0,2021-12,113,0,2021-12
867,Punjab,West,Altroz,XZ(O),2021-12-28,1,2011-02-15,,2159635,2429195,0,Petrol,Automatic,Hatchback,0,2021-12,130,0,2021-12
599,Rajasthan,East,Nexon EV,Creative,2021-12-28,5,2008-10-04,,2631814,2855307,1,Electric,Manual,Hatchback,0,2021-12,158,0,2021-12
843,Kerala,West,Indica,Pure,2021-12-28,10,1996-07-31,,1016190,1214082,0,Diesel,Manual,Hatchback,0,2021-12,305,0,2021-12
831,Gujarat,East,Hexa,Pro,2021-12-28,1,2016-11-26,,1011411,1145510,0,Hybrid,Automatic,SUV,0,2021-12,61,0,2021-12
148,Madhya Pradesh,West,Nexon,XE,2021-12-28,1,2013-07-28,,1866711,2196455,1,Petrol+CNG,Automatic,SUV,0,2021-12,101,0,2021-12
644,Odisha,North,Punch,XZ(O),2021-12-28,1,2000-02-19,,765699,752636,1,Petrol,Manual,Hatchback,0,2021-12,262,0,2021-12
285,Bihar,South,Nano,Premium,2021-12-28,1,2003-06-18,,1204050,1421625,1,Electric,Manual,Hatchback,0,2021-12,222,0,2021-12
597,Maharashtra,South,Altroz,Premium,2021-12-29,1,2011-03-12,,2361001,2516140,1,Petrol,Automatic,Hatchback,0,2021-12,129,0,2021-12
461,Tamil Nadu,West,Tiago,Adventure,2021-12-29,1,1997-05-23,,583653,721260,1,Petrol,Manual,Hatchback,0,2021-12,295,0,2021-12
606,Maharashtra,Central,Altroz,Sport,2021-12-29,1,2011-08-18,,2273532,2572363,0,Petrol,Automatic,Hatchback,0,2021-12,124,0,2021-12
600,Tamil Nadu,South,Tiago,Pure,2021-12-29,1,2004-02-18,,616831,746368,0,Electric,Manual,Hatchback,0,2021-12,214,0,2021-12
138,Delhi,West,Safari Storme,Creative,2021-12-29,1,2002-03-17,,245703,243764,1,Petrol,Automatic,SUV,0,2021-12,237,0,2021-12
819,Maharashtra,West,Tiago,XM,2021-12-29,1,2021-01-29,,620416,663870,1,Diesel,Manual,Hatchback,0,2021-12,11,0,2021-12
937,Andhra Pradesh,East,Indigo,Platinum,2021-12-30,1,1996-08-23,,1459457,1763171,1,Petrol,Manual,Sedan,0,2021-12,304,0,2021-12
851,Delhi,North,Harrier,XT,2021-12-31,1,1995-09-04,,1655929,1806274,0,Diesel,Manual,SUV,0,2021-12,315,0,2021-12
285,Rajasthan,South,Safari,Smart,2021-12-31,1,2012-12-12,,2286200,2663110,0,Petrol,Manual,SUV,0,2021-12,108,0,2021-12
115,Odisha,North,Bolt,XZ(O),2022-01-01,1,1995-04-05,,855048,999708,1,Petrol,AMT,Hatchback,0,2022-01,321,0,2022-01
923,Rajasthan,East,Tiago EV,XZ,2022-01-01,1,2006-09-03,,2515281,2514595,1,Electric,Automatic,Hatchback,0,2022-01,184,0,2022-01
813,Bihar,North,Nano,XM,2022-01-01,4,2011-03-17,,1280211,1255567,1,Petrol,Manual,Hatchback,0,2022-01,130,0,2022-01
654,Punjab,North,Nano,XT,2022-01-01,1,2021-01-26,,1303527,1325105,1,Electric,CVT,Hatchback,0,2022-01,12,0,2022-01
532,Tamil Nadu,East,Hexa,Premium,2022-01-02,1,2008-06-26,,1156124,1410807,1,Petrol,Automatic,SUV,0,2022-01,163,0,2022-01
494,West Bengal,West,Nexon,Luxury,2022-01-03,3,2002-06-01,,2029468,2421639,0,Diesel,Manual,SUV,0,2022-01,235,0,2022-01
83,Karnataka,North,Harrier,Pure,2022-01-03,1,2000-03-29,,1808374,2200312,0,Petrol,Automatic,SUV,0,2022-01,262,0,2022-01
227,Tamil Nadu,West,Nexon,Pro,2022-01-04,1,1997-08-25,,2301823,2353447,1,Petrol,Manual,SUV,0,2022-01,293,0,2022-01
504,Tamil Nadu,Central,Indica,Sport,2022-01-04,3,2020-05-29,,910454,1136028,1,Diesel,Manual,Hatchback,0,2022-01,20,0,2022-01
697,Rajasthan,South,Tigor,Pro,2022-01-04,5,2011-06-05,,1550320,1881958,0,Petrol,Manual,Sedan,0,2022-01,127,0,2022-01
91,Uttar Pradesh,North,Safari Storme,Gold,2022-01-05,2,2004-05-09,2009-12-17,238560,263332,1,Diesel,Manual,SUV,1,2022-01,212,145,2022-01
133,Uttar Pradesh,South,Safari,XE,2022-01-05,1,2017-09-08,,2143009,2149529,1,Electric,Automatic,SUV,0,2022-01,52,0,2022-01
907,Maharashtra,West,Punch,Gold,2022-01-05,1,2018-01-15,,646934,716565,1,Hybrid,Manual,Hatchback,0,2022-01,48,0,2022-01
962,Kerala,South,Tiago EV,Platinum,2022-01-05,1,2001-05-03,,1861591,2210883,0,Electric,Automatic,Hatchback,0,2022-01,248,0,2022-01
317,Uttar Pradesh,West,Indica,Creative,2022-01-05,4,2008-05-31,,984045,1100006,1,Petrol,Automatic,Hatchback,0,2022-01,164,0,2022-01
827,Madhya Pradesh,East,Safari,XT,2022-01-06,1,2002-11-12,,1877285,2255675,0,Petrol,Manual,SUV,0,2022-01,230,0,2022-01
717,Delhi,East,Tiago EV,XZ(O),2022-01-06,1,2008-10-11,,1859048,2228817,0,Electric,Manual,Hatchback,0,2022-01,159,0,2022-01
300,West Bengal,Central,Safari Storme,Prime,2022-01-07,1,2015-03-17,,259391,267722,1,Electric,Manual,SUV,0,2022-01,82,0,2022-01
620,Bihar,North,Tiago,Luxury,2022-01-07,1,1996-05-17,,703344,749371,1,Petrol,Manual,Hatchback,0,2022-01,308,0,2022-01
693,Rajasthan,North,Zest,Gold,2022-01-08,2,1996-07-11,,1453114,1433293,1,Petrol,AMT,Sedan,0,2022-01,306,0,2022-01
624,Rajasthan,West,Nexon EV,XZ(O),2022-01-08,1,2002-04-19,,2721737,3281042,0,Electric,Manual,Hatchback,0,2022-01,237,0,2022-01
951,Kerala,East,Nexon,XE,2022-01-08,1,2001-06-25,,1686638,2098846,1,Electric,Automatic,SUV,0,2022-01,247,0,2022-01
115,Kerala,South,Hexa,XZ(O),2022-01-08,1,1999-05-22,,1134989,1216947,1,Hybrid,Manual,SUV,0,2022-01,272,0,2022-01
917,Telangana,West,Safari,Adventure,2022-01-08,1,1996-01-10,,1979640,2397282,1,Petrol,CVT,SUV,0,2022-01,312,0,2022-01
548,Karnataka,North,Tiago,XT,2022-01-08,1,2011-01-12,,594526,613064,0,Petrol+CNG,Manual,Hatchback,0,2022-01,132,0,2022-01
822,Rajasthan,South,Indigo,Sport,2022-01-08,1,2007-12-30,,1871386,2094068,1,CNG,Manual,Sedan,0,2022-01,169,0,2022-01
269,Delhi,East,Tiago,XM,2022-01-09,1,2007-08-21,,582721,608512,1,Petrol,CVT,Hatchback,0,2022-01,173,0,2022-01
454,Karnataka,Central,Curvv,Luxury,2022-01-09,1,2000-04-20,,2070396,2371506,1,Petrol,AMT,SUV,0,2022-01,261,0,2022-01
998,Uttar Pradesh,South,Safari Storme,Signature,2022-01-09,1,1996-01-29,,313054,315367,1,CNG,Manual,SUV,0,2022-01,312,0,2022-01
705,Delhi,West,Harrier,XM,2022-01-09,1,2000-07-08,,1463509,1561620,1,Petrol,Automatic,SUV,0,2022-01,258,0,2022-01
149,Delhi,Central,Tiago,Creative,2022-01-09,2,2000-09-08,,520417,634590,1,Diesel,Manual,Hatchback,0,2022-01,256,0,2022-01
565,Gujarat,East,Tigor,XE,2022-01-09,20,2005-02-19,,1574933,1900964,0,Electric,Manual,Sedan,0,2022-01,203,0,2022-01
650,Tamil Nadu,South,Tiago EV,Prime,2022-01-10,1,2010-04-25,,2447363,2453097,1,Electric,Manual,Hatchback,0,2022-01,141,0,2022-01
664,Karnataka,Central,Safari Storme,Prime,2022-01-10,1,2019-01-05,,281893,285163,1,Petrol,Manual,SUV,0,2022-01,36,0,2022-01
100,Maharashtra,West,Hexa,Prime,2022-01-10,1,2009-10-12,,1138788,1123426,1,Petrol,Manual,SUV,0,2022-01,147,0,2022-01
82,West Bengal,Central,Tigor EV,Premium,2022-01-10,4,2021-05-04,,1515833,1807346,1,Electric,Manual,Hatchback,0,2022-01,8,0,2022-01
771,Madhya Pradesh,East,Bolt,Pro,2022-01-11,1,2007-04-18,,865187,1011976,0,CNG,Manual,Hatchback,0,2022-01,177,0,2022-01
695,Tamil Nadu,East,Tiago EV,Pro,2022-01-11,5,2005-05-25,,1926994,2252710,0,Electric,Automatic,Hatchback,0,2022-01,200,0,2022-01
292,Madhya Pradesh,South,Zest,Signature,2022-01-11,1,2000-07-13,,1560948,1599660,1,Diesel,Manual,Sedan,0,2022-01,258,0,2022-01
79,Gujarat,South,Zest,Adventure,2022-01-11,1,2017-08-29,,1415507,1468408,1,Electric,Manual,Sedan,0,2022-01,53,0,2022-01
884,Rajasthan,Central,Tigor EV,Sport,2022-01-12,20,2008-12-15,,1507171,1502639,1,Electric,Manual,Hatchback,0,2022-01,157,0,2022-01
434,Delhi,West,Indica,Prime,2022-01-12,1,1997-12-30,,1025732,1193361,1,Electric,Manual,Hatchback,0,2022-01,289,0,2022-01
330,Punjab,South,Nano,Prime,2022-01-12,1,2003-02-28,2010-05-26,1006525,1205990,1,Petrol,Manual,Hatchback,1,2022-01,227,140,2022-01
775,Bihar,Central,Tiago,XZ(O),2022-01-13,1,2004-01-22,,653423,684775,1,Petrol,Automatic,Hatchback,0,2022-01,216,0,2022-01
693,Rajasthan,South,Punch,Smart,2022-01-13,1,2006-11-05,,693591,779570,1,Petrol,Manual,Hatchback,0,2022-01,182,0,2022-01
13,West Bengal,Central,Safari Storme,XE,2022-01-13,1,2020-11-14,,243874,282429,1,Electric,Manual,SUV,0,2022-01,14,0,2022-01
196,Gujarat,Central,Tigor EV,Signature,2022-01-13,1,2009-09-14,2013-06-11,1452370,1588702,1,Electric,Manual,Hatchback,1,2022-01,148,103,2022-01
901,Rajasthan,North,Hexa,Pro,2022-01-14,2,2005-01-12,,1044203,1197821,1,Diesel,Manual,SUV,0,2022-01,204,0,2022-01
165,Telangana,North,Indigo,XZ,2022-01-14,2,2007-12-12,,1797652,2241946,1,Diesel,Automatic,Sedan,0,2022-01,169,0,2022-01
680,Gujarat,North,Indica,XZ,2022-01-14,1,1995-04-02,,1227137,1246439,1,Petrol,Manual,Hatchback,0,2022-01,321,0,2022-01
203,Uttar Pradesh,West,Nexon EV,Pro,2022-01-14,1,1997-09-15,,2945069,3215597,1,Electric,Manual,Hatchback,0,2022-01,292,0,2022-01
784,West Bengal,South,Bolt,Pure,2022-01-14,1,1999-11-01,2001-03-20,928422,1071177,1,Electric,Automatic,Hatchback,1,2022-01,266,250,2022-01
968,Uttar Pradesh,West,Indigo,Creative,2022-01-14,1,2002-07-10,,1666384,1928950,0,Petrol,Automatic,Sedan,0,2022-01,234,0,2022-01
389,Rajasthan,East,Punch,XZ(O),2022-01-14,10,1996-10-03,,824233,862638,1,Petrol,Manual,Hatchback,0,2022-01,303,0,2022-01
998,West Bengal,West,Harrier,XZ(O),2022-01-14,1,2004-12-22,,2086804,2082414,1,Petrol,AMT,SUV,0,2022-01,205,0,2022-01
634,Bihar,West,Safari,Smart,2022-01-15,1,1995-02-15,,2036805,2406597,0,Petrol,Automatic,SUV,0,2022-01,323,0,2022-01
211,Maharashtra,South,Punch,Adventure,2022-01-15,1,2001-01-19,,614879,695144,0,Hybrid,Manual,Hatchback,0,2022-01,252,0,2022-01
588,Tamil Nadu,Central,Safari Storme,Sport,2022-01-16,1,2004-12-01,,248869,287296,1,Electric,Manual,SUV,0,2022-01,205,0,2022-01
511,Punjab,South,Altroz,Platinum,2022-01-16,4,2003-01-13,,1869037,2053212,1,Petrol,Automatic,Hatchback,0,2022-01,228,0,2022-01
968,Telangana,North,Indica,Platinum,2022-01-16,1,2019-04-02,,971512,1120238,1,Petrol,Manual,Hatchback,0,2022-01,33,0,2022-01
575,Karnataka,Central,Curvv,Gold,2022-01-17,1,2017-10-08,,1927539,2329062,0,Petrol,Manual,SUV,0,2022-01,51,0,2022-01
997,Delhi,South,Bolt,XZ,2022-01-17,1,1999-02-23,,816473,960924,1,Diesel,Manual,Hatchback,0,2022-01,275,0,2022-01
393,West Bengal,South,Indigo,Creative,2022-01-17,1,2021-03-30,,1655761,2038641,1,Diesel,Manual,Sedan,0,2022-01,10,0,2022-01
9,Uttar Pradesh,West,Safari Storme,Sport,2022-01-18,2,2016-07-11,,253005,272522,1,Petrol,AMT,SUV,0,2022-01,66,0,2022-01
429,Rajasthan,West,Curvv,Gold,2022-01-18,10,1997-03-24,,1919533,2201895,1,Petrol,Manual,SUV,0,2022-01,298,0,2022-01
426,Delhi,Central,Tigor,Platinum,2022-01-18,1,1999-08-05,,1524464,1767144,0,Hybrid,Automatic,Sedan,0,2022-01,269,0,2022-01
98,Uttar Pradesh,South,Bolt,XT,2022-01-18,1,1996-01-30,,781492,861718,0,Diesel,Automatic,Hatchback,0,2022-01,312,0,2022-01
159,Andhra Pradesh,South,Nexon EV,Platinum,2022-01-18,3,2017-05-25,,2635733,2587664,0,Electric,AMT,Hatchback,0,2022-01,56,0,2022-01
476,Karnataka,Central,Safari Storme,Sport,2022-01-18,1,1996-06-05,,264541,309769,1,Electric,Manual,SUV,0,2022-01,307,0,2022-01
78,West Bengal,North,Altroz,Creative,2022-01-19,1,2015-01-26,,1870670,2152731,1,Petrol,Manual,Hatchback,0,2022-01,84,0,2022-01
449,Andhra Pradesh,East,Tiago,Pro,2022-01-19,1,2007-08-08,,604487,696478,0,Petrol,CVT,Hatchback,0,2022-01,173,0,2022-01
26,Tamil Nadu,Central,Bolt,Creative,2022-01-20,3,2003-02-19,,697531,747758,1,Diesel,AMT,Hatchback,0,2022-01,227,0,2022-01
736,Punjab,North,Safari,XZ,2022-01-20,5,1999-07-24,,2158206,2616692,1,Petrol,Manual,SUV,0,2022-01,270,0,2022-01
608,West Bengal,West,Safari,Creative,2022-01-20,1,2005-03-06,,2063709,2559756,0,Petrol,Manual,SUV,0,2022-01,202,0,2022-01
544,Rajasthan,South,Harrier,Adventure,2022-01-20,1,2006-04-10,,1566367,1743343,1,Petrol+CNG,Manual,SUV,0,2022-01,189,0,2022-01
