dealer_id,model,variant,year_month,year,month,bookings,cancellations,retail_sales,dealer_requested_qty,allocated_qty,dispatch_qty,in_transit_qty,opening_inventory,closing_inventory,lead_time_days,allocation_policy,panic_order_flag,stockout_flag,enquiries,test_drives,repeat_orders
DLR0021,Altroz,XZ+,2021-01,2021,1,10,0,9,9,8,7,2,4,2,17,FIFO,0,0,37,15,0
DLR0021,Altroz,XZ+,2021-02,2021,2,6,0,8,9,8,7,2,2,1,10,FIFO,1,0,19,11,0
DLR0021,Altroz,XZ+,2021-03,2021,3,16,1,21,28,23,22,3,1,2,9,FIFO,1,0,59,27,1
DLR0021,Altroz,XZ+,2021-04,2021,4,10,0,14,14,12,11,0,2,0,12,FIFO,1,1,33,19,1
DLR0021,Altroz,XZ+,2021-05,2021,5,0,0,0,0,0,0,0,0,0,17,FIFO,1,1,0,0,0
DLR0021,Altroz,XZ+,2021-06,2021,6,9,1,5,7,6,5,1,0,0,9,FIFO,1,1,34,19,0
DLR0021,Altroz,XZ+,2021-07,2021,7,6,0,5,9,8,7,0,0,2,21,FIFO,1,0,21,12,0
DLR0021,Altroz,XZ+,2021-08,2021,8,7,0,10,13,11,10,0,2,2,17,FIFO,1,0,30,13,1
DLR0021,Altroz,XZ+,2021-09,2021,9,5,0,2,2,1,0,0,2,0,21,FIFO,0,1,24,8,0
DLR0021,Altroz,XZ+,2021-10,2021,10,3,0,3,9,8,7,0,0,4,20,FIFO,1,0,11,6,0
DLR0021,Altroz,XZ+,2021-11,2021,11,11,3,11,14,13,12,3,4,5,20,FIFO,0,0,37,27,1
DLR0021,Altroz,XZ+,2021-12,2021,12,3,0,4,6,5,4,1,5,5,15,FIFO,0,0,10,5,0
DLR0021,Altroz,XZ+,2022-01,2022,1,4,1,4,6,5,4,0,5,5,21,FIFO,0,0,18,6,0
DLR0021,Altroz,XZ+,2022-02,2022,2,5,1,5,3,2,1,0,5,1,14,FIFO,0,0,20,8,0
DLR0021,Altroz,XZ+,2022-03,2022,3,2,0,5,5,4,3,0,1,0,12,FIFO,1,1,7,3,0
DLR0021,Altroz,XZ+,2022-04,2022,4,8,0,11,14,12,11,1,0,0,21,FIFO,1,1,26,14,1
DLR0021,Altroz,XZ+,2022-05,2022,5,10,2,11,16,15,14,2,0,3,18,FIFO,1,0,38,23,1
DLR0021,Altroz,XZ+,2022-06,2022,6,4,0,5,4,3,2,0,3,0,17,FIFO,0,1,14,7,0
DLR0021,Altroz,XZ+,2022-07,2022,7,9,2,9,13,12,11,2,0,2,9,FIFO,1,0,43,15,0
DLR0021,Altroz,XZ+,2022-08,2022,8,9,0,13,21,19,18,5,2,7,15,FIFO,1,0,42,22,1
DLR0021,Altroz,XZ+,2022-09,2022,9,6,0,5,5,4,3,0,7,5,9,FIFO,0,0,19,9,0
DLR0021,Altroz,XZ+,2022-10,2022,10,11,1,11,14,12,11,1,5,5,17,FIFO,0,0,44,17,1
DLR0021,Altroz,XZ+,2022-11,2022,11,11,1,11,16,15,14,4,5,8,11,FIFO,0,0,37,19,1
DLR0021,Altroz,XZ+,2022-12,2022,12,15,0,12,9,8,7,1,8,3,8,FIFO,0,0,57,23,1
DLR0021,Altroz,XZ+,2023-01,2023,1,5,0,4,6,5,4,0,3,3,8,FIFO,0,0,23,11,0
DLR0021,Altroz,XZ+,2023-02,2023,2,4,0,6,6,5,4,0,3,1,21,FIFO,0,0,16,7,0
DLR0021,Altroz,XZ+,2023-03,2023,3,15,1,10,15,14,12,3,1,3,11,FIFO,1,0,55,33,1
DLR0021,Altroz,XZ+,2023-04,2023,4,6,0,5,7,6,5,0,3,3,11,FIFO,0,0,20,13,0
DLR0021,Altroz,XZ+,2023-05,2023,5,2,0,4,7,6,5,1,3,4,20,FIFO,0,0,9,3,0
DLR0021,Altroz,XZ+,2023-06,2023,6,3,0,4,0,0,0,0,4,0,13,FIFO,0,1,12,6,0
DLR0021,Altroz,XZ+,2023-07,2023,7,8,0,6,7,6,5,0,0,0,8,FIFO,1,1,31,16,0
DLR0021,Altroz,XZ+,2023-08,2023,8,10,0,10,15,13,12,1,0,2,9,FIFO,1,0,34,23,1
DLR0021,Altroz,XZ+,2023-09,2023,9,9,0,9,13,12,11,3,2,4,14,FIFO,1,0,33,13,0
DLR0021,Altroz,XZ+,2023-10,2023,10,8,0,5,8,7,6,1,4,5,9,FIFO,0,0,39,14,0
DLR0021,Altroz,XZ+,2023-11,2023,11,6,0,6,5,4,3,0,5,2,13,FIFO,0,0,24,14,0
DLR0021,Altroz,XZ+,2023-12,2023,12,7,0,3,3,2,1,0,2,0,21,FIFO,0,1,26,12,0
DLR0021,Tiago,XE,2020-01,2020,1,6,0,5,1,0,0,0,5,0,20,FIFO,0,1,24,9,0
DLR0021,Tiago,XE,2020-02,2020,2,0,0,1,3,2,1,0,0,0,16,FIFO,1,1,0,0,0
DLR0021,Tiago,XE,2020-03,2020,3,1,0,5,6,5,4,0,0,0,7,FIFO,1,1,3,1,0
DLR0021,Tiago,XE,2020-04,2020,4,0,0,0,2,1,0,0,0,0,15,FIFO,1,1,0,0,0
DLR0021,Tiago,XE,2020-05,2020,5,5,1,0,0,0,0,0,0,0,13,FIFO,1,1,20,11,0
DLR0021,Tiago,XE,2020-06,2020,6,4,1,3,8,7,6,1,0,3,10,FIFO,1,0,17,8,0
DLR0021,Tiago,XE,2020-07,2020,7,4,0,0,2,1,0,0,3,3,18,FIFO,0,0,17,8,0
DLR0021,Tiago,XE,2020-08,2020,8,5,0,2,1,0,0,0,3,1,18,FIFO,0,0,23,8,0
DLR0021,Tiago,XE,2020-09,2020,9,3,0,2,1,0,0,0,1,0,7,FIFO,0,1,11,6,0
DLR0021,Tiago,XE,2020-10,2020,10,7,0,4,8,7,6,1,0,2,12,FIFO,1,0,22,15,0
DLR0021,Tiago,XE,2020-11,2020,11,11,1,10,12,11,10,2,2,2,11,FIFO,1,0,54,19,1
DLR0021,Tiago,XE,2020-12,2020,12,1,0,0,3,2,1,0,2,3,9,FIFO,0,0,3,1,0
DLR0021,Tiago,XE,2021-01,2021,1,3,0,3,3,2,1,0,3,1,12,FIFO,0,0,12,6,0
DLR0021,Tiago,XE,2021-02,2021,2,4,0,3,4,3,2,0,1,0,19,FIFO,1,1,17,7,0
DLR0021,Tiago,XE,2021-03,2021,3,10,0,14,18,16,15,2,0,1,8,FIFO,1,0,40,19,1
DLR0021,Tiago,XE,2021-04,2021,4,5,0,4,9,8,7,0,1,4,9,FIFO,1,0,17,9,0
DLR0021,Tiago,XE,2021-05,2021,5,3,0,6,6,5,4,1,4,2,20,FIFO,0,0,13,4,0
DLR0021,Tiago,XE,2021-06,2021,6,5,0,2,3,2,1,0,2,1,13,FIFO,0,0,23,9,0
DLR0021,Tiago,XE,2021-07,2021,7,3,0,8,13,12,11,1,1,4,7,FIFO,1,0,12,6,0
DLR0021,Tiago,XE,2021-08,2021,8,0,0,1,4,3,2,0,4,5,15,FIFO,0,0,0,0,0
DLR0021,Tiago,XE,2021-09,2021,9,7,0,9,11,10,9,1,5,5,13,FIFO,0,0,22,13,0
DLR0021,Tiago,XE,2021-10,2021,10,5,1,7,11,10,9,1,5,7,9,FIFO,0,0,15,8,0
DLR0021,Tiago,XE,2021-11,2021,11,10,1,12,13,12,11,2,7,6,12,FIFO,0,0,36,16,1
DLR0021,Tiago,XE,2021-12,2021,12,10,0,8,7,6,5,1,6,3,11,FIFO,0,0,36,15,0
DLR0021,Tiago,XE,2022-01,2022,1,3,0,5,7,6,5,1,3,3,16,FIFO,0,0,14,4,0
DLR0021,Tiago,XE,2022-02,2022,2,5,0,5,3,2,1,0,3,0,9,FIFO,0,1,22,9,0
DLR0021,Tiago,XE,2022-03,2022,3,18,3,16,25,22,21,0,0,5,18,FIFO,1,0,77,34,2
DLR0021,Tiago,XE,2022-04,2022,4,7,1,6,7,6,5,0,5,4,11,FIFO,0,0,28,12,0
DLR0021,Tiago,XE,2022-05,2022,5,9,2,7,9,8,7,0,4,4,8,FIFO,0,0,30,22,0
DLR0021,Tiago,XE,2022-06,2022,6,3,0,3,3,2,1,0,4,2,19,FIFO,0,0,14,5,0
DLR0021,Tiago,XE,2022-07,2022,7,11,0,10,12,11,10,0,2,2,11,FIFO,1,0,41,25,0
DLR0021,Tiago,XE,2022-08,2022,8,15,0,15,22,21,19,1,2,6,16,FIFO,1,0,48,25,1
DLR0021,Tiago,XE,2022-09,2022,9,2,0,2,0,0,0,0,6,4,19,FIFO,0,0,7,3,0
DLR0021,Tiago,XE,2022-10,2022,10,7,0,7,5,4,3,0,4,0,18,FIFO,0,1,33,14,0
DLR0021,Tiago,XE,2022-11,2022,11,6,0,10,14,13,12,3,0,2,9,FIFO,1,0,28,9,1
DLR0021,Tiago,XE,2022-12,2022,12,15,1,12,17,15,14,1,2,4,7,FIFO,1,0,45,22,1
DLR0021,Tiago,XE,2023-01,2023,1,0,0,1,2,1,0,0,4,3,14,FIFO,0,0,0,0,0
DLR0021,Tiago,XE,2023-02,2023,2,1,0,2,0,0,0,0,3,1,9,FIFO,0,0,3,1,0
DLR0021,Tiago,XE,2023-03,2023,3,11,1,12,20,19,18,1,1,7,20,FIFO,1,0,33,22,0
DLR0021,Tiago,XE,2023-04,2023,4,14,1,12,12,11,10,2,7,5,17,FIFO,0,0,65,30,1
DLR0021,Tiago,XE,2023-05,2023,5,6,0,5,8,7,6,0,5,6,17,FIFO,0,0,28,10,0
DLR0021,Tiago,XE,2023-06,2023,6,10,1,8,9,8,7,0,6,5,9,FIFO,0,0,41,17,0
DLR0021,Tiago,XE,2023-07,2023,7,7,0,4,2,1,0,0,5,1,8,FIFO,0,0,29,16,0
DLR0021,Tiago,XE,2023-08,2023,8,5,0,6,9,8,7,0,1,2,10,FIFO,1,0,23,8,0
DLR0021,Tiago,XE,2023-09,2023,9,0,0,2,3,2,1,0,2,1,19,FIFO,0,0,0,0,0
DLR0021,Tiago,XE,2023-10,2023,10,8,0,4,6,5,4,1,1,1,10,FIFO,1,0,38,19,0
DLR0021,Tiago,XE,2023-11,2023,11,7,0,8,10,9,8,0,1,1,9,FIFO,1,0,28,12,0
DLR0021,Tiago,XE,2023-12,2023,12,10,0,4,7,6,5,1,1,2,19,FIFO,1,0,49,15,0
DLR0021,Tiago,XM,2020-01,2020,1,2,0,2,0,0,0,0,10,8,21,FIFO,0,0,9,4,0
DLR0021,Tiago,XM,2020-02,2020,2,0,0,2,0,0,0,0,8,6,16,FIFO,0,0,0,0,0
DLR0021,Tiago,XM,2020-03,2020,3,5,0,5,8,7,6,2,6,7,7,FIFO,0,0,23,8,0
DLR0021,Tiago,XM,2020-04,2020,4,2,0,2,1,0,0,0,7,5,7,FIFO,0,0,7,3,0
DLR0021,Tiago,XM,2020-05,2020,5,4,0,3,6,5,4,1,5,6,19,FIFO,0,0,15,6,0
DLR0021,Tiago,XM,2020-06,2020,6,2,0,3,3,2,1,0,6,4,15,FIFO,0,0,8,4,0
DLR0021,Tiago,XM,2020-07,2020,7,1,0,2,0,0,0,0,4,2,14,FIFO,0,0,3,1,0
DLR0021,Tiago,XM,2020-08,2020,8,3,0,1,4,3,2,0,2,3,11,FIFO,0,0,12,5,0
DLR0021,Tiago,XM,2020-09,2020,9,1,0,3,2,1,0,0,3,0,8,FIFO,0,1,4,2,0
DLR0021,Tiago,XM,2020-10,2020,10,0,0,1,2,1,0,0,0,0,8,FIFO,1,1,0,0,0
DLR0021,Tiago,XM,2020-11,2020,11,0,0,0,0,0,0,0,0,0,16,FIFO,1,1,0,0,0
DLR0021,Tiago,XM,2020-12,2020,12,6,0,5,7,6,5,0,0,0,11,FIFO,1,1,29,14,0
DLR0021,Tiago,XM,2021-01,2021,1,9,1,11,15,13,12,0,0,1,11,FIFO,1,0,34,21,1
DLR0021,Tiago,XM,2021-02,2021,2,14,1,12,19,17,16,3,1,5,20,FIFO,1,0,52,25,0
DLR0021,Tiago,XM,2021-03,2021,3,9,0,11,9,8,7,1,5,1,17,FIFO,0,0,34,18,0
DLR0021,Tiago,XM,2021-04,2021,4,12,0,8,12,11,10,3,1,3,15,FIFO,1,0,48,18,0
DLR0021,Tiago,XM,2021-05,2021,5,6,0,5,6,5,4,1,3,2,12,FIFO,0,0,25,11,0
DLR0021,Tiago,XM,2021-06,2021,6,14,1,10,11,10,9,2,2,1,8,FIFO,1,0,64,23,1
DLR0021,Tiago,XM,2021-07,2021,7,4,0,6,8,7,6,1,1,1,20,FIFO,1,0,15,8,0
DLR0021,Tiago,XM,2021-08,2021,8,12,2,7,15,13,12,0,1,6,10,FIFO,1,0,55,20,0
DLR0021,Tiago,XM,2021-09,2021,9,6,1,5,4,3,2,0,6,3,10,FIFO,0,0,24,13,0
DLR0021,Tiago,XM,2021-10,2021,10,6,0,4,3,2,1,0,3,0,8,FIFO,0,1,22,10,0
DLR0021,Tiago,XM,2021-11,2021,11,12,1,10,16,14,13,2,0,3,20,FIFO,1,0,51,29,1
DLR0021,Tiago,XM,2021-12,2021,12,1,0,3,2,1,0,0,3,0,8,FIFO,0,1,4,1,0
DLR0021,Tiago,XM,2022-01,2022,1,3,0,1,0,0,0,0,0,0,16,FIFO,1,1,12,7,0
DLR0021,Tiago,XM,2022-02,2022,2,4,0,2,3,2,1,0,0,0,19,FIFO,1,1,12,8,0
DLR0021,Tiago,XM,2022-03,2022,3,5,0,6,9,8,7,0,0,1,17,FIFO,1,0,16,12,0
DLR0021,Tiago,XM,2022-04,2022,4,5,1,4,9,8,7,1,1,4,8,FIFO,1,0,17,11,0
DLR0021,Tiago,XM,2022-05,2022,5,8,0,8,11,10,9,0,4,5,14,FIFO,0,0,28,17,0
DLR0021,Tiago,XM,2022-06,2022,6,2,0,4,3,2,1,0,5,2,18,FIFO,0,0,8,3,0
DLR0021,Tiago,XM,2022-07,2022,7,0,0,3,0,0,0,0,2,0,7,FIFO,0,1,0,0,0
DLR0021,Tiago,XM,2022-08,2022,8,7,0,11,17,15,14,1,0,3,18,FIFO,1,0,31,12,1
DLR0021,Tiago,XM,2022-09,2022,9,17,1,12,17,15,14,2,3,5,21,FIFO,1,0,60,25,1
DLR0021,Tiago,XM,2022-10,2022,10,4,0,5,7,6,5,0,5,5,18,FIFO,0,0,14,8,0
DLR0021,Tiago,XM,2022-11,2022,11,6,0,7,7,6,5,0,5,3,12,FIFO,0,0,24,10,0
DLR0021,Tiago,XM,2022-12,2022,12,3,0,6,7,6,5,0,3,2,12,FIFO,0,0,10,5,0
DLR0021,Tiago,XM,2023-01,2023,1,8,0,8,12,11,10,1,2,4,20,FIFO,1,0,38,14,1
DLR0021,Tiago,XM,2023-02,2023,2,11,1,8,10,9,8,2,4,4,10,FIFO,0,0,34,18,0
DLR0021,Tiago,XM,2023-03,2023,3,15,1,12,12,11,10,1,4,2,15,FIFO,0,0,58,23,1
DLR0021,Tiago,XM,2023-04,2023,4,11,0,9,16,14,13,3,2,6,13,FIFO,1,0,51,20,0
DLR0021,Tiago,XM,2023-05,2023,5,5,0,6,9,8,7,2,6,7,10,FIFO,0,0,21,7,0
DLR0021,Tiago,XM,2023-06,2023,6,17,1,16,18,16,14,1,7,5,7,FIFO,0,0,60,34,2
DLR0021,Tiago,XM,2023-07,2023,7,3,0,3,7,6,5,0,5,7,19,FIFO,0,0,11,4,0
DLR0021,Tiago,XM,2023-08,2023,8,3,0,6,3,2,1,0,7,2,13,FIFO,0,0,13,7,0
DLR0021,Tiago,XM,2023-09,2023,9,2,0,1,2,1,0,0,2,1,17,FIFO,0,0,9,4,0
DLR0021,Tiago,XM,2023-10,2023,10,5,0,2,4,3,2,0,1,1,17,FIFO,1,0,23,9,0
DLR0021,Tiago,XM,2023-11,2023,11,14,1,11,17,16,15,5,1,5,13,FIFO,1,0,51,24,1
DLR0021,Tiago,XM,2023-12,2023,12,13,1,7,7,6,5,1,5,3,14,FIFO,0,0,64,20,0
DLR0021,Tiago,XZ,2020-01,2020,1,6,0,6,3,2,1,0,24,19,19,FIFO,0,0,18,14,0
DLR0021,Tiago,XZ,2020-02,2020,2,2,0,3,0,0,0,0,19,16,14,FIFO,0,0,6,4,0
DLR0021,Tiago,XZ,2020-03,2020,3,12,1,10,10,9,8,2,16,14,11,FIFO,0,0,55,25,1
DLR0021,Tiago,XZ,2020-04,2020,4,6,1,4,7,6,5,0,14,15,18,FIFO,0,0,20,14,0
DLR0021,Tiago,XZ,2020-05,2020,5,2,0,1,1,0,0,0,15,14,13,FIFO,0,0,6,4,0
DLR0021,Tiago,XZ,2020-06,2020,6,4,0,2,4,3,2,0,14,14,21,FIFO,0,0,13,9,0
DLR0021,Tiago,XZ,2020-07,2020,7,0,0,2,0,0,0,0,14,12,21,FIFO,0,0,0,0,0
DLR0021,Tiago,XZ,2020-08,2020,8,2,0,1,0,0,0,0,12,11,17,FIFO,0,0,8,4,0
DLR0021,Tiago,XZ,2020-09,2020,9,3,0,1,0,0,0,0,11,10,13,FIFO,0,0,12,7,0
DLR0021,Tiago,XZ,2020-10,2020,10,7,0,10,7,6,5,0,10,5,9,FIFO,0,0,24,13,0
DLR0021,Tiago,XZ,2020-11,2020,11,11,1,6,5,4,3,0,5,2,14,FIFO,0,0,44,27,0
DLR0021,Tiago,XZ,2020-12,2020,12,6,0,1,2,1,0,0,2,1,15,FIFO,0,0,29,13,0
DLR0021,Tiago,XZ,2021-01,2021,1,22,1,11,19,17,16,5,1,6,8,FIFO,1,0,101,41,1
DLR0021,Tiago,XZ,2021-02,2021,2,0,0,1,4,3,2,0,6,7,8,FIFO,0,0,0,0,0
DLR0021,Tiago,XZ,2021-03,2021,3,14,1,9,6,5,4,0,7,2,7,FIFO,0,0,69,30,0
DLR0021,Tiago,XZ,2021-04,2021,4,7,0,1,0,0,0,0,2,1,17,FIFO,0,0,30,13,0
DLR0021,Tiago,XZ,2021-05,2021,5,1,0,0,1,0,0,0,1,1,15,FIFO,1,0,3,2,0
DLR0021,Tiago,XZ,2021-06,2021,6,7,0,5,5,4,3,0,1,0,16,FIFO,1,1,21,11,0
DLR0021,Tiago,XZ,2021-07,2021,7,2,0,2,6,5,4,1,0,2,16,FIFO,1,0,6,4,0
DLR0021,Tiago,XZ,2021-08,2021,8,10,0,12,17,16,14,4,2,4,12,FIFO,1,0,44,18,0
DLR0021,Tiago,XZ,2021-09,2021,9,8,0,8,8,7,6,1,4,2,8,FIFO,0,0,26,13,0
DLR0021,Tiago,XZ,2021-10,2021,10,8,1,8,11,9,8,2,2,2,17,FIFO,1,0,32,18,0
DLR0021,Tiago,XZ,2021-11,2021,11,4,1,6,10,9,8,1,2,4,8,FIFO,1,0,12,6,0
DLR0021,Tiago,XZ,2021-12,2021,12,9,2,8,8,7,6,0,4,2,9,FIFO,0,0,43,21,0
DLR0021,Tiago,XZ,2022-01,2022,1,5,0,1,2,1,0,0,2,1,8,FIFO,0,0,18,8,0
DLR0021,Tiago,XZ,2022-02,2022,2,11,1,7,8,7,6,1,1,0,19,FIFO,1,1,52,26,0
DLR0021,Tiago,XZ,2022-03,2022,3,10,0,11,14,12,11,0,0,0,9,FIFO,1,1,48,17,1
DLR0021,Tiago,XZ,2022-04,2022,4,6,0,3,7,6,5,1,0,2,13,FIFO,1,0,18,9,0
DLR0021,Tiago,XZ,2022-05,2022,5,7,1,4,3,2,1,0,2,0,13,FIFO,0,1,27,17,0
DLR0021,Tiago,XZ,2022-06,2022,6,3,0,4,5,4,3,0,0,0,14,FIFO,1,1,9,4,0
DLR0021,Tiago,XZ,2022-07,2022,7,5,1,8,13,12,11,0,0,3,13,FIFO,1,0,24,12,0
DLR0021,Tiago,XZ,2022-08,2022,8,4,0,5,10,9,8,2,3,6,21,FIFO,0,0,16,9,0
DLR0021,Tiago,XZ,2022-09,2022,9,7,0,7,4,3,2,0,6,1,14,FIFO,0,0,22,11,1
DLR0021,Tiago,XZ,2022-10,2022,10,3,0,6,8,7,6,0,1,1,17,FIFO,1,0,9,5,0
DLR0021,Tiago,XZ,2022-11,2022,11,16,1,19,23,22,21,3,1,3,11,FIFO,1,0,60,25,1
DLR0021,Tiago,XZ,2022-12,2022,12,14,1,13,15,13,12,0,3,2,12,FIFO,1,0,68,25,1
DLR0021,Tiago,XZ,2023-01,2023,1,2,0,3,3,2,1,0,2,0,15,FIFO,0,1,8,3,0
DLR0021,Tiago,XZ,2023-02,2023,2,4,0,3,7,6,5,0,0,2,21,FIFO,1,0,18,8,0
DLR0021,Tiago,XZ,2023-03,2023,3,6,0,5,8,7,6,1,2,3,16,FIFO,0,0,22,14,0
DLR0021,Tiago,XZ,2023-04,2023,4,10,0,9,11,10,9,1,3,3,21,FIFO,0,0,30,16,1
DLR0021,Tiago,XZ,2023-05,2023,5,5,0,5,5,4,3,0,3,1,9,FIFO,0,0,24,9,0
DLR0021,Tiago,XZ,2023-06,2023,6,8,0,4,6,5,4,0,1,1,10,FIFO,1,0,24,16,0
DLR0021,Tiago,XZ,2023-07,2023,7,6,0,7,10,9,8,1,1,2,11,FIFO,1,0,29,10,0
DLR0021,Tiago,XZ,2023-08,2023,8,6,0,5,4,3,2,0,2,0,12,FIFO,0,1,22,13,0
DLR0021,Tiago,XZ,2023-09,2023,9,4,0,4,7,6,5,0,0,1,18,FIFO,1,0,12,7,0
DLR0021,Tiago,XZ,2023-10,2023,10,5,0,6,12,11,10,3,1,5,11,FIFO,1,0,21,12,0
DLR0021,Tiago,XZ,2023-11,2023,11,4,0,6,8,7,6,1,5,5,17,FIFO,0,0,19,8,0
DLR0021,Tiago,XZ,2023-12,2023,12,3,0,7,5,4,3,0,5,1,16,FIFO,0,0,14,5,0
DLR0021,Tiago,XZ+,2020-01,2020,1,1,0,5,7,6,5,0,12,12,21,FIFO,0,0,3,2,0
DLR0021,Tiago,XZ+,2020-02,2020,2,5,0,3,1,0,0,0,12,9,11,FIFO,0,0,16,11,0
DLR0021,Tiago,XZ+,2020-03,2020,3,4,0,6,8,7,6,1,9,9,21,FIFO,0,0,16,9,0
DLR0021,Tiago,XZ+,2020-04,2020,4,5,1,3,6,5,4,0,9,10,16,FIFO,0,0,21,8,0
DLR0021,Tiago,XZ+,2020-05,2020,5,4,0,3,4,3,2,0,10,9,17,FIFO,0,0,17,7,0
DLR0021,Tiago,XZ+,2020-06,2020,6,0,0,3,3,2,1,0,9,7,19,FIFO,0,0,0,0,0
DLR0021,Tiago,XZ+,2020-07,2020,7,3,0,2,2,1,0,0,7,5,9,FIFO,0,0,14,5,0
DLR0021,Tiago,XZ+,2020-08,2020,8,3,0,6,7,6,5,0,5,4,9,FIFO,0,0,12,5,0
DLR0021,Tiago,XZ+,2020-09,2020,9,1,0,1,1,0,0,0,4,3,8,FIFO,0,0,4,2,0
DLR0021,Tiago,XZ+,2020-10,2020,10,2,0,5,4,3,2,0,3,0,14,FIFO,0,1,8,3,0
DLR0021,Tiago,XZ+,2020-11,2020,11,4,0,0,0,0,0,0,0,0,20,FIFO,1,1,15,7,0
DLR0021,Tiago,XZ+,2020-12,2020,12,9,0,6,10,9,8,2,0,2,15,FIFO,1,0,44,14,0
DLR0021,Tiago,XZ+,2021-01,2021,1,7,0,5,5,4,3,0,2,0,11,FIFO,0,1,29,11,0
DLR0021,Tiago,XZ+,2021-02,2021,2,1,0,2,5,4,3,0,0,1,19,FIFO,1,0,4,1,0
DLR0021,Tiago,XZ+,2021-03,2021,3,12,0,7,11,10,9,3,1,3,21,FIFO,1,0,58,27,0
DLR0021,Tiago,XZ+,2021-04,2021,4,4,0,6,8,7,6,1,3,3,13,FIFO,0,0,17,9,0
DLR0021,Tiago,XZ+,2021-05,2021,5,7,0,6,7,6,5,0,3,2,12,FIFO,0,0,28,14,0
DLR0021,Tiago,XZ+,2021-06,2021,6,12,1,10,14,13,12,0,2,4,8,FIFO,1,0,36,22,1
DLR0021,Tiago,XZ+,2021-07,2021,7,9,0,11,12,11,10,3,4,3,13,FIFO,0,0,27,20,1
DLR0021,Tiago,XZ+,2021-08,2021,8,11,2,7,7,6,5,0,3,1,13,FIFO,0,0,37,17,0
DLR0021,Tiago,XZ+,2021-09,2021,9,5,1,10,16,15,13,1,1,4,15,FIFO,1,0,16,7,1
DLR0021,Tiago,XZ+,2021-10,2021,10,9,2,14,18,16,14,0,4,4,14,FIFO,0,0,31,16,1
DLR0021,Tiago,XZ+,2021-11,2021,11,9,2,7,7,6,5,1,4,2,13,FIFO,0,0,32,17,0
DLR0021,Tiago,XZ+,2021-12,2021,12,7,0,5,6,5,4,0,2,1,21,FIFO,0,0,26,16,0
DLR0021,Tiago,XZ+,2022-01,2022,1,4,0,4,8,7,6,1,1,3,9,FIFO,1,0,15,9,0
DLR0021,Tiago,XZ+,2022-02,2022,2,7,0,10,17,15,14,2,3,7,20,FIFO,1,0,22,14,1
DLR0021,Tiago,XZ+,2022-03,2022,3,13,3,8,10,9,8,2,7,7,12,FIFO,0,0,40,25,0
DLR0021,Tiago,XZ+,2022-04,2022,4,10,1,9,5,4,3,0,7,1,16,FIFO,0,0,43,17,0
DLR0021,Tiago,XZ+,2022-05,2022,5,8,1,6,11,10,9,0,1,4,13,FIFO,1,0,32,15,0
DLR0021,Tiago,XZ+,2022-06,2022,6,22,1,19,28,27,26,0,4,11,18,FIFO,1,0,85,53,0
DLR0021,Tiago,XZ+,2022-07,2022,7,8,0,6,10,9,8,2,11,13,17,FIFO,0,0,34,15,0
DLR0021,Tiago,XZ+,2022-08,2022,8,13,1,9,11,10,9,1,13,13,19,FIFO,0,0,60,22,0
DLR0021,Tiago,XZ+,2022-09,2022,9,6,0,6,4,3,2,0,13,9,8,FIFO,0,0,23,11,0
DLR0021,Tiago,XZ+,2022-10,2022,10,9,1,8,7,6,5,0,9,6,18,FIFO,0,0,38,18,0
DLR0021,Tiago,XZ+,2022-11,2022,11,9,0,8,6,5,4,0,6,2,15,FIFO,0,0,44,18,1
DLR0021,Tiago,XZ+,2022-12,2022,12,14,0,12,19,18,17,0,2,7,10,FIFO,1,0,65,27,0
DLR0021,Tiago,XZ+,2023-01,2023,1,10,0,12,14,12,11,2,7,6,15,FIFO,0,0,38,22,1
DLR0021,Tiago,XZ+,2023-02,2023,2,9,0,5,6,5,4,0,6,5,14,FIFO,0,0,38,18,0
DLR0021,Tiago,XZ+,2023-03,2023,3,11,0,9,7,6,5,0,5,1,13,FIFO,0,0,36,23,0
DLR0021,Tiago,XZ+,2023-04,2023,4,6,0,3,4,3,2,0,1,0,13,FIFO,1,1,24,14,0
DLR0021,Tiago,XZ+,2023-05,2023,5,9,0,9,15,14,13,3,0,4,13,FIFO,1,0,44,21,0
DLR0021,Tiago,XZ+,2023-06,2023,6,4,0,7,10,9,8,2,4,5,19,FIFO,0,0,16,6,0
DLR0021,Tiago,XZ+,2023-07,2023,7,12,1,12,13,12,11,2,5,4,21,FIFO,0,0,58,25,1
DLR0021,Tiago,XZ+,2023-08,2023,8,6,0,7,11,9,8,0,4,5,14,FIFO,0,0,22,13,0
DLR0021,Tiago,XZ+,2023-09,2023,9,11,1,8,8,7,6,0,5,3,15,FIFO,0,0,54,18,0
DLR0021,Tiago,XZ+,2023-10,2023,10,9,0,8,7,6,5,0,3,0,16,FIFO,0,1,37,21,0
DLR0021,Tiago,XZ+,2023-11,2023,11,6,0,4,7,6,5,1,0,1,18,FIFO,1,0,18,10,0
DLR0021,Tiago,XZ+,2023-12,2023,12,0,0,0,0,0,0,0,1,1,19,FIFO,0,0,0,0,0
DLR0022,Harrier,XE,2020-01,2020,1,10,0,11,13,12,11,3,6,6,21,FIFO,0,0,35,16,0
DLR0022,Harrier,XE,2020-02,2020,2,3,0,3,2,1,0,0,6,3,15,FIFO,0,0,9,6,0
DLR0022,Harrier,XE,2020-03,2020,3,9,0,8,8,7,6,0,3,1,7,FIFO,1,0,41,14,0
